4.relative_error,10.relative_error,15.relative_error,20.relative_error,22.relative_error,25.relative_error,27.relative_error,30.relative_error,,35.relative_error,37.relative_error,40.relative_error
0.0,0.0,0.0,0.011549925484351714,0.0,0.10991046619326952,0.0020716188221367266,0.020896426408237433,,0.014668805867522347,0.0,0.0
0.0,0.0,0.0,0.0,0.037051482059282374,0.0,0.03825136612021858,0.0,,0.08135679673552665,0.01768133413703034,0.0027662517289073307
0.0,0.0,0.0,0.0,0.05333333333333334,0.0,0.0392214685933353,0.03871829105473965,,0.0319123600857347,0.03039766812408911,0.07327671341102113
0.0,0.0,0.0,0.0,0.017937219730941704,0.0,0.009794319294809012,0.024282560706401765,,0.007380073800738007,0.037184217996026114,0.05872689938398357
0.0,0.0,0.0,0.07247665629168519,0.030555555555555555,0.0,0.006839945280437756,0.026907073509015257,,0.017718715393133997,0.018479958355023425,0.02981651376146789
0.0,0.08609794628751975,0.0,0.01567858892699657,0.0,0.0010976948408342481,0.0,0.01059135039717564,,0.00029214139643587495,0.005610098176718092,0.01948762864024524
0.0,0.0872865275142315,0.0,0.005719313682358117,0.038359285985567794,0.0,0.048451395277522236,0.0,,0.012742382271468145,0.0,0.038590229756859246
0.0,0.0,0.0,0.0,0.09070796460176991,0.00948332243296272,0.067830566685747,0.019671247642144975,,0.028362698753760206,0.028677150786308975,0.04931730181373548
0.0,0.0,0.0,0.0,0.0,0.0,0.010801080108010801,0.0,,0.007015650296815974,0.043896713615023474,0.0
0.0,0.04633471645919779,0.0,0.043478260869565216,0.0037422037422037424,0.0,0.042083578575632725,0.010561423012784881,,0.005714285714285714,0.02476038338658147,0.0
0.0,0.0,0.0,0.012166272389320717,0.021706016755521706,0.04842533017270572,0.02987012987012987,0.025868263473053894,,0.018821966341895483,0.0,0.0
0.0,0.0,0.0,0.0,0.07322249734701096,0.09899055682188213,0.03408748114630467,0.0,,0.008552490912978406,0.0,0.004071137775873152
0.0,0.0,0.0,0.035830618892508145,0.10262934690415607,0.0,0.013302486986697512,0.02150244964616222,,0.0162748643761302,0.016340621403912542,0.016382978723404256
0.0,0.0,0.0,0.0,0.0,0.0019430051813471502,0.010434292160180485,0.0,,0.0,0.0,0.01090620662304184
0.0,0.0,0.0,0.03580433686333838,0.08938356164383561,0.0,0.0,0.019955654101995565,,0.0,0.020435967302452316,0.007284079084287201
0.0,0.13976945244956773,0.0,0.08378245957863792,0.013731825525040387,0.0,0.008617938078518992,0.07741318891366678,,0.007479102507699076,0.0048003491162993675,0.02319029042045947
0.0,0.0,0.0,0.0,0.0,0.003941239699032604,0.0047138047138047135,0.00028563267637817766,,0.004927456884752259,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003323262839879154,,0.016205067766647024,0.004516282386498692,0.01172047766475011
0.0,0.0,0.0,0.0036870135190495697,0.04451926674148896,0.018267929634641408,0.0,0.022329511164755584,,0.0033076074972436605,0.012865183596890914,0.03756298671552909
0.0,0.0,0.0,0.0,0.007003891050583658,0.003426791277258567,0.025982256020278833,0.014232673267326733,,0.027262813522355506,0.028234716425239382,0.016019223067681217
0.0,0.03574144486692015,0.0,0.0,0.0,0.03932993445010925,0.0,0.0032292787944025836,,0.030843798193434677,0.0056715063520871144,0.013048635824436536
0.2476489028213166,0.0,0.015037593984962405,0.0,0.0038424591738712775,0.0,0.010055478502080445,0.0,,0.002982848620432513,0.034093696345351976,0.007317630916990624
0.0,0.07582139848357203,0.0,0.0028282828282828283,0.0,0.052168638155899304,0.0,0.0,,0.03377918839265473,0.011695906432748537,0.011310084825636193
0.13636363636363635,0.0,0.0,0.0,0.03561643835616438,0.0,0.0,0.0,,0.02590909090909091,0.0,0.0006167763157894736
0.0,0.0,0.0,0.005902606984751598,0.024786986831913247,0.06276984390567918,0.024595924104005622,0.021570319240724764,,0.04396577161404544,0.0019521717911176184,0.023888658080598254
0.0021645021645021645,0.0,0.0,0.009686346863468635,0.08629661751951431,0.0,0.001324942033786022,0.0,,0.017774989544123796,0.0,0.016220391349124615
